plan_id,data_id,outCardinality_count,outCardinality_mean,outCardinality_std,outCardinality_min,outCardinality_10%,outCardinality_50%,outCardinality_90%,outCardinality_max,outCardinality_kurtosis,outCardinality_skew,selectivity_mean,selectivity_min,selectivity_max,sourceCardinalitySum,sourceCardinalityProd,sourceOutCard_mean,sourceOutCard_std,sourceOutCard_min,sourceOutCard_max,joinOutCard_mean,joinOutCard_std,joinOutCard_min,joinOutCard_max,joinOutCard_sum,joinOutCard_prod,groupbyOutCard_mean,groupbyOutCard_std,groupbyOutCard_min,groupbyOutCard_max,filterOutCard_mean,filterOutCard_std,filterOutCard_min,filterOutCard_max,tables,t_0,t_1,t_2,t_3,t_4,t_5,t_6,Log_sourceCardinalitySum,netRunTime,Log_netRunTime,pred_Log_netRunTime,unc_low_Log_netRunTime,unc_up_Log_netRunTime
Job0v0,10GB,11.0,6953278.545454546,18148684.598915905,1.0,1.0,1.0,15000000.0,59986052.0,5.044386802479366,2.5760503115326787,1.0,1.0,1.0,76486052.0,1.34968617e+21,25495350.666666668,30623011.916676342,1500000.0,59986052.0,1.0,0.0,1.0,1.0,2.0,1.0,5.0,0.0,5.0,5.0,1.0,0.0,1.0,1.0,"['lineitem', 'orders', 'customer']",1500000.0,59986052.0,0.0,15000000.0,0.0,0.0,0.0,18.15261895537583,41680.0,10.637776676427249,,,
Job0v1,10GB,11.0,6826007.636363637,18195599.06070337,1.0,1.0,1.0,15000000.0,59986052.0,5.0383183382682475,2.5754037289213527,1.0,1.0,1.0,75086052.0,8.9979078e+19,25028684.0,31177166.05330844,100000.0,59986052.0,1.0,0.0,1.0,1.0,2.0,1.0,25.0,0.0,25.0,25.0,1.0,0.0,1.0,1.0,"['orders', 'lineitem', 'supplier']",0.0,59986052.0,0.0,15000000.0,0.0,0.0,100000.0,18.134145373786144,28320.0,10.251323547807656,,,
Job0v2,10GB,11.0,145459.72727272726,450250.6131496305,1.0,1.0,1.0,100000.0,1500000.0,6.021174066711694,2.8237461484333397,1.0,1.0,1.0,1600025.0,3750000000000.0,533341.6666666666,838641.7591608071,25.0,1500000.0,1.0,0.0,1.0,1.0,2.0,1.0,25.0,0.0,25.0,25.0,1.0,0.0,1.0,1.0,"['customer', 'nation', 'supplier']",1500000.0,0.0,25.0,0.0,0.0,0.0,100000.0,14.28552981208794,14060.0,9.551089165364656,,,
Job0v3,10GB,11.0,736367.0,2409261.298719547,1.0,1.0,1.0,100000.0,8000000.0,6.097264915696565,2.8452463779500308,1.0,1.0,1.0,8100025.0,20000000000000.0,2700008.3333333335,4590199.614418563,25.0,8000000.0,1.0,0.0,1.0,1.0,2.0,1.0,5.0,0.0,5.0,5.0,1.0,0.0,1.0,1.0,"['partsupp', 'supplier', 'nation']",0.0,0.0,25.0,0.0,0.0,8000000.0,100000.0,15.907377706057657,4540.0,8.420682291035394,,,
Job0v4,10GB,11.0,6998732.909090909,18134281.206835877,1.0,1.0,1.0,15000000.0,59986052.0,5.042568258727778,2.575021479816163,1.0,1.0,1.0,76986052.0,1.79958156e+21,25662017.333333332,30427857.57901633,2000000.0,59986052.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,"['part', 'lineitem', 'orders']",0.0,59986052.0,0.0,15000000.0,2000000.0,0.0,0.0,18.159134820552467,,,10.188466051237228,10.082610085075004,10.39910846533409
Job100v0,10GB,8.0,17059013.5,26981007.437370125,1.0,1.0,750000.5,59986052.0,59986052.0,-0.7853224374117111,1.0463627161164415,1.0,1.0,1.0,74986052.0,899790780000000.0,37493026.0,31809942.42801065,15000000.0,59986052.0,59986052.0,0.0,59986052.0,59986052.0,59986052.0,59986052.0,1500000.0,0.0,1500000.0,1500000.0,1.0,0.0,1.0,1.0,"['orders', 'lineitem']",0.0,59986052.0,0.0,15000000.0,0.0,0.0,0.0,18.132812680872068,,,10.601625786145346,10.025512214504285,10.879315695658859
Job100v1,10GB,8.0,187507.375,530327.1060451916,1.0,1.0,3.0,450017.4999999997,1500000.0,3.142857138319238,2.2677868362544507,1.0,1.0,1.0,1500025.0,37500000.0,750012.5,1060642.4941102916,25.0,1500000.0,25.0,0.0,25.0,25.0,25.0,25.0,5.0,0.0,5.0,5.0,1.0,0.0,1.0,1.0,"['customer', 'nation']",1500000.0,0.0,25.0,0.0,0.0,0.0,0.0,14.220992332600218,,,6.374629148912179,6.133545294547445,6.617886190116062
Job100v2,10GB,8.0,1025003.625,2818686.131377117,1.0,1.0,13.0,2469999.9999999986,8000000.0,3.139916027202834,2.266626196167311,1.0,1.0,1.0,8100000.0,800000000000.0,4050000.0,5586143.571373725,100000.0,8000000.0,100000.0,0.0,100000.0,100000.0,100000.0,100000.0,25.0,0.0,25.0,25.0,1.0,0.0,1.0,1.0,"['partsupp', 'supplier']",0.0,0.0,0.0,0.0,0.0,8000000.0,100000.0,15.907374619642667,,,8.12120182366392,7.844353463038925,8.502384984216025
Job100v3,10GB,8.0,15434013.5,27509044.45385178,1.0,1.0,750000.5,59986052.0,59986052.0,-0.6688312274946648,1.151970024676401,1.0,1.0,1.0,61986052.0,119972104000000.0,30993026.0,41002330.58343577,2000000.0,59986052.0,59986052.0,0.0,59986052.0,59986052.0,59986052.0,59986052.0,1500000.0,0.0,1500000.0,1500000.0,1.0,0.0,1.0,1.0,"['part', 'lineitem']",0.0,59986052.0,0.0,0.0,2000000.0,0.0,0.0,17.942419949958392,,,10.593455105728175,10.14267510759156,10.87076198468761
Job100v4,10GB,8.0,15009014.375,27760451.748644684,1.0,1.0,4.0,59986052.0,59986052.0,-0.6666707950525836,1.1546951912960313,1.0,1.0,1.0,60086052.0,5998605200000.0,30043026.0,42345833.46769021,100000.0,59986052.0,59986052.0,0.0,59986052.0,59986052.0,59986052.0,59986052.0,7.0,0.0,7.0,7.0,1.0,0.0,1.0,1.0,"['supplier', 'lineitem']",0.0,59986052.0,0.0,0.0,0.0,0.0,100000.0,17.911288292703848,,,10.212263125209173,9.9438601349751,10.234219284731184
